start,end,pm10,no2,latitude,longitude
2022-07-04 21:00:00,2022-07-04 22:00:00,47.66,50.76,44.444925,26.127289
2022-07-04 22:00:00,2022-07-04 23:00:00,41.5,58.14,44.444925,26.127289
2022-07-04 23:00:00,2022-07-05 00:00:00,39.28,41.27,44.444925,26.127289
2022-07-05 01:00:00,2022-07-05 02:00:00,19.07,22.11,44.444925,26.127289
2022-07-05 02:00:00,2022-07-05 03:00:00,15.92,18.28,44.444925,26.127289
2022-07-05 03:00:00,2022-07-05 04:00:00,15.8,17.51,44.444925,26.127289
2022-07-05 04:00:00,2022-07-05 05:00:00,17.68,23.97,44.444925,26.127289
2022-07-05 05:00:00,2022-07-05 06:00:00,23.55,42.15,44.444925,26.127289
2022-07-05 06:00:00,2022-07-05 07:00:00,41.68,54.53,44.444925,26.127289
2022-07-05 07:00:00,2022-07-05 08:00:00,41.24,60.62,44.444925,26.127289
2022-07-05 08:00:00,2022-07-05 09:00:00,29.75,55.89,44.444925,26.127289
2022-07-05 09:00:00,2022-07-05 10:00:00,35.64,57.0,44.444925,26.127289
2022-07-05 10:00:00,2022-07-05 11:00:00,35.26,56.84,44.444925,26.127289
2022-07-05 11:00:00,2022-07-05 12:00:00,34.54,62.14,44.444925,26.127289
2022-07-05 12:00:00,2022-07-05 13:00:00,36.06,40.58,44.444925,26.127289
2022-07-05 13:00:00,2022-07-05 14:00:00,37.27,49.62,44.444925,26.127289
2022-07-05 14:00:00,2022-07-05 15:00:00,36.97,55.0,44.444925,26.127289
2022-07-05 15:00:00,2022-07-05 16:00:00,39.2,66.75,44.444925,26.127289
2022-07-05 16:00:00,2022-07-05 17:00:00,39.17,85.54,44.444925,26.127289
2022-07-05 17:00:00,2022-07-05 18:00:00,36.96,81.76,44.444925,26.127289
2022-07-05 18:00:00,2022-07-05 19:00:00,36.72,88.19,44.444925,26.127289
2022-07-05 19:00:00,2022-07-05 20:00:00,39.19,63.16,44.444925,26.127289
2022-07-05 20:00:00,2022-07-05 21:00:00,41.08,32.22,44.444925,26.127289
2022-07-05 21:00:00,2022-07-05 22:00:00,38.99,54.22,44.444925,26.127289
2022-07-05 22:00:00,2022-07-05 23:00:00,32.64,33.21,44.444925,26.127289
2022-07-05 23:00:00,2022-07-06 00:00:00,32.83,31.58,44.444925,26.127289
2022-07-06 00:00:00,2022-07-06 01:00:00,28.81,25.73,44.444925,26.127289
2022-07-06 02:00:00,2022-07-06 03:00:00,25.37,16.37,44.444925,26.127289
2022-07-06 03:00:00,2022-07-06 04:00:00,25.39,12.81,44.444925,26.127289
2022-07-06 04:00:00,2022-07-06 05:00:00,26.64,21.58,44.444925,26.127289
2022-07-06 05:00:00,2022-07-06 06:00:00,32.62,37.79,44.444925,26.127289
2022-07-06 06:00:00,2022-07-06 07:00:00,38.5,46.55,44.444925,26.127289
2022-07-06 08:00:00,2022-07-06 09:00:00,46.05,39.8,44.444925,26.127289
2022-07-06 09:00:00,2022-07-06 10:00:00,37.18,34.29,44.444925,26.127289
2022-07-06 10:00:00,2022-07-06 11:00:00,39.52,27.28,44.444925,26.127289
2022-07-06 11:00:00,2022-07-06 12:00:00,42.93,24.68,44.444925,26.127289
2022-07-06 12:00:00,2022-07-06 13:00:00,41.65,20.17,44.444925,26.127289
2022-07-06 13:00:00,2022-07-06 14:00:00,40.28,18.9,44.444925,26.127289
2022-07-06 14:00:00,2022-07-06 15:00:00,34.14,19.47,44.444925,26.127289
2022-07-06 15:00:00,2022-07-06 16:00:00,31.06,20.9,44.444925,26.127289
2022-07-06 16:00:00,2022-07-06 17:00:00,26.69,21.21,44.444925,26.127289
2022-07-06 17:00:00,2022-07-06 18:00:00,23.4,22.04,44.444925,26.127289
2022-07-06 18:00:00,2022-07-06 19:00:00,30.16,22.06,44.444925,26.127289
2022-07-06 19:00:00,2022-07-06 20:00:00,28.7,19.96,44.444925,26.127289
2022-07-06 20:00:00,2022-07-06 21:00:00,29.76,22.46,44.444925,26.127289
2022-07-06 21:00:00,2022-07-06 22:00:00,28.43,22.63,44.444925,26.127289
2022-07-06 22:00:00,2022-07-06 23:00:00,26.53,20.66,44.444925,26.127289
2022-07-06 23:00:00,2022-07-07 00:00:00,24.27,15.48,44.444925,26.127289
2022-07-07 00:00:00,2022-07-07 01:00:00,23.81,17.08,44.444925,26.127289
2022-07-07 01:00:00,2022-07-07 02:00:00,23.92,18.49,44.444925,26.127289
2022-07-07 03:00:00,2022-07-07 04:00:00,8.79,10.61,44.444925,26.127289
2022-07-07 04:00:00,2022-07-07 05:00:00,8.55,12.3,44.444925,26.127289
2022-07-07 05:00:00,2022-07-07 06:00:00,7.37,19.07,44.444925,26.127289
2022-07-07 06:00:00,2022-07-07 07:00:00,10.98,30.98,44.444925,26.127289
2022-07-07 07:00:00,2022-07-07 08:00:00,12.95,44.58,44.444925,26.127289
2022-07-07 08:00:00,2022-07-07 09:00:00,17.36,44.55,44.444925,26.127289
2022-07-07 09:00:00,2022-07-07 10:00:00,16.97,49.23,44.444925,26.127289
2022-07-07 10:00:00,2022-07-07 11:00:00,12.92,40.04,44.444925,26.127289
2022-07-07 11:00:00,2022-07-07 12:00:00,17.73,34.23,44.444925,26.127289
2022-07-07 12:00:00,2022-07-07 13:00:00,17.03,33.43,44.444925,26.127289
2022-07-07 13:00:00,2022-07-07 14:00:00,19.05,31.43,44.444925,26.127289
2022-07-07 14:00:00,2022-07-07 15:00:00,22.41,44.2,44.444925,26.127289
2022-07-07 15:00:00,2022-07-07 16:00:00,24.39,51.65,44.444925,26.127289
2022-07-07 16:00:00,2022-07-07 17:00:00,21.54,48.97,44.444925,26.127289
2022-07-07 17:00:00,2022-07-07 18:00:00,15.7,46.8,44.444925,26.127289
2022-07-07 18:00:00,2022-07-07 19:00:00,14.6,40.89,44.444925,26.127289
2022-07-07 19:00:00,2022-07-07 20:00:00,16.03,37.18,44.444925,26.127289
2022-07-07 20:00:00,2022-07-07 21:00:00,16.06,29.72,44.444925,26.127289
2022-07-07 21:00:00,2022-07-07 22:00:00,15.62,29.03,44.444925,26.127289
2022-07-07 22:00:00,2022-07-07 23:00:00,13.05,27.19,44.444925,26.127289
2022-07-07 23:00:00,2022-07-08 00:00:00,13.54,31.41,44.444925,26.127289
2022-07-08 00:00:00,2022-07-08 01:00:00,17.34,28.01,44.444925,26.127289
2022-07-08 01:00:00,2022-07-08 02:00:00,13.6,19.51,44.444925,26.127289
2022-07-08 02:00:00,2022-07-08 03:00:00,12.12,15.24,44.444925,26.127289
2022-07-08 04:00:00,2022-07-08 05:00:00,14.89,17.96,44.444925,26.127289
2022-07-08 05:00:00,2022-07-08 06:00:00,18.19,26.08,44.444925,26.127289
2022-07-08 06:00:00,2022-07-08 07:00:00,19.26,32.83,44.444925,26.127289
2022-07-08 07:00:00,2022-07-08 08:00:00,19.26,31.22,44.444925,26.127289
2022-07-08 08:00:00,2022-07-08 09:00:00,19.75,28.52,44.444925,26.127289
2022-07-08 09:00:00,2022-07-08 10:00:00,14.86,30.15,44.444925,26.127289
2022-07-08 10:00:00,2022-07-08 11:00:00,16.54,34.05,44.444925,26.127289
2022-07-08 11:00:00,2022-07-08 12:00:00,14.11,33.97,44.444925,26.127289
2022-07-08 12:00:00,2022-07-08 13:00:00,12.97,34.9,44.444925,26.127289
2022-07-08 13:00:00,2022-07-08 14:00:00,15.14,33.44,44.444925,26.127289
2022-07-08 14:00:00,2022-07-08 15:00:00,15.18,46.17,44.444925,26.127289
2022-07-08 15:00:00,2022-07-08 16:00:00,13.3,50.59,44.444925,26.127289
2022-07-08 16:00:00,2022-07-08 17:00:00,10.55,40.64,44.444925,26.127289
2022-07-08 17:00:00,2022-07-08 18:00:00,12.43,41.11,44.444925,26.127289
2022-07-08 18:00:00,2022-07-08 19:00:00,15.22,51.75,44.444925,26.127289
2022-07-08 19:00:00,2022-07-08 20:00:00,19.59,51.44,44.444925,26.127289
2022-07-08 20:00:00,2022-07-08 21:00:00,24.77,58.75,44.444925,26.127289
2022-07-08 21:00:00,2022-07-08 22:00:00,24.91,49.82,44.444925,26.127289
2022-07-08 22:00:00,2022-07-08 23:00:00,23.14,51.32,44.444925,26.127289
2022-07-08 23:00:00,2022-07-09 00:00:00,22.88,40.78,44.444925,26.127289
2022-07-09 00:00:00,2022-07-09 01:00:00,21.62,29.37,44.444925,26.127289
2022-07-09 01:00:00,2022-07-09 02:00:00,20.05,25.05,44.444925,26.127289
2022-07-09 02:00:00,2022-07-09 03:00:00,17.5,20.33,44.444925,26.127289
2022-07-09 03:00:00,2022-07-09 04:00:00,16.52,18.01,44.444925,26.127289
2022-07-09 05:00:00,2022-07-09 06:00:00,18.26,30.21,44.444925,26.127289
2022-07-09 06:00:00,2022-07-09 07:00:00,18.89,29.93,44.444925,26.127289
2022-07-09 07:00:00,2022-07-09 08:00:00,19.51,33.5,44.444925,26.127289
2022-07-09 08:00:00,2022-07-09 09:00:00,19.23,31.54,44.444925,26.127289
2022-07-09 09:00:00,2022-07-09 10:00:00,20.81,34.44,44.444925,26.127289
2022-07-09 10:00:00,2022-07-09 11:00:00,19.99,30.38,44.444925,26.127289
2022-07-09 11:00:00,2022-07-09 12:00:00,18.2,29.07,44.444925,26.127289
2022-07-09 12:00:00,2022-07-09 13:00:00,17.09,17.88,44.444925,26.127289
2022-07-09 13:00:00,2022-07-09 14:00:00,23.29,21.64,44.444925,26.127289
2022-07-09 14:00:00,2022-07-09 15:00:00,17.92,17.05,44.444925,26.127289
2022-07-09 15:00:00,2022-07-09 16:00:00,21.93,16.62,44.444925,26.127289
2022-07-09 16:00:00,2022-07-09 17:00:00,21.0,17.58,44.444925,26.127289
2022-07-09 17:00:00,2022-07-09 18:00:00,19.1,11.44,44.444925,26.127289
2022-07-09 18:00:00,2022-07-09 19:00:00,21.58,22.03,44.444925,26.127289
2022-07-09 19:00:00,2022-07-09 20:00:00,30.04,26.73,44.444925,26.127289
2022-07-09 20:00:00,2022-07-09 21:00:00,25.74,26.2,44.444925,26.127289
2022-07-09 21:00:00,2022-07-09 22:00:00,22.38,33.8,44.444925,26.127289
2022-07-09 22:00:00,2022-07-09 23:00:00,22.04,41.18,44.444925,26.127289
2022-07-09 23:00:00,2022-07-10 00:00:00,20.89,34.99,44.444925,26.127289
2022-07-10 00:00:00,2022-07-10 01:00:00,22.89,27.84,44.444925,26.127289
2022-07-10 01:00:00,2022-07-10 02:00:00,23.47,21.89,44.444925,26.127289
2022-07-10 02:00:00,2022-07-10 03:00:00,22.97,23.03,44.444925,26.127289
2022-07-10 03:00:00,2022-07-10 04:00:00,22.52,22.66,44.444925,26.127289
2022-07-10 04:00:00,2022-07-10 05:00:00,21.36,22.11,44.444925,26.127289
2022-07-10 06:00:00,2022-07-10 07:00:00,26.15,27.6,44.444925,26.127289
2022-07-10 07:00:00,2022-07-10 08:00:00,31.87,24.41,44.444925,26.127289
2022-07-10 08:00:00,2022-07-10 09:00:00,27.06,15.08,44.444925,26.127289
2022-07-10 09:00:00,2022-07-10 10:00:00,25.16,11.7,44.444925,26.127289
2022-07-10 10:00:00,2022-07-10 11:00:00,22.84,11.52,44.444925,26.127289
2022-07-10 11:00:00,2022-07-10 12:00:00,20.81,11.55,44.444925,26.127289
2022-07-10 12:00:00,2022-07-10 13:00:00,19.94,12.69,44.444925,26.127289
2022-07-10 13:00:00,2022-07-10 14:00:00,22.93,12.63,44.444925,26.127289
2022-07-10 14:00:00,2022-07-10 15:00:00,19.57,15.18,44.444925,26.127289
2022-07-10 15:00:00,2022-07-10 16:00:00,19.01,11.53,44.444925,26.127289
2022-07-10 16:00:00,2022-07-10 17:00:00,14.06,13.3,44.444925,26.127289
2022-07-10 17:00:00,2022-07-10 18:00:00,10.1,16.15,44.444925,26.127289
2022-07-10 18:00:00,2022-07-10 19:00:00,9.32,18.37,44.444925,26.127289
2022-07-10 19:00:00,2022-07-10 20:00:00,9.89,23.26,44.444925,26.127289
2022-07-10 20:00:00,2022-07-10 21:00:00,10.32,31.1,44.444925,26.127289
2022-07-10 21:00:00,2022-07-10 22:00:00,18.83,26.45,44.444925,26.127289
2022-07-10 22:00:00,2022-07-10 23:00:00,11.24,22.9,44.444925,26.127289
2022-07-10 23:00:00,2022-07-11 00:00:00,11.19,17.62,44.444925,26.127289
2022-07-11 00:00:00,2022-07-11 01:00:00,11.12,14.25,44.444925,26.127289
2022-07-11 01:00:00,2022-07-11 02:00:00,11.59,15.15,44.444925,26.127289
2022-07-11 02:00:00,2022-07-11 03:00:00,10.66,18.72,44.444925,26.127289
2022-07-11 03:00:00,2022-07-11 04:00:00,10.41,17.4,44.444925,26.127289
2022-07-11 04:00:00,2022-07-11 05:00:00,10.49,20.77,44.444925,26.127289
2022-07-11 05:00:00,2022-07-11 06:00:00,14.18,36.63,44.444925,26.127289
2022-07-11 07:00:00,2022-07-11 08:00:00,21.56,43.93,44.444925,26.127289
2022-07-11 08:00:00,2022-07-11 09:00:00,19.59,39.89,44.444925,26.127289
2022-07-11 09:00:00,2022-07-11 10:00:00,24.77,26.16,44.444925,26.127289
2022-07-11 10:00:00,2022-07-11 11:00:00,17.53,31.59,44.444925,26.127289
2022-07-11 11:00:00,2022-07-11 12:00:00,16.4,26.01,44.444925,26.127289
2022-07-11 12:00:00,2022-07-11 13:00:00,15.15,17.86,44.444925,26.127289
2022-07-11 13:00:00,2022-07-11 14:00:00,14.86,20.24,44.444925,26.127289
2022-07-11 14:00:00,2022-07-11 15:00:00,13.53,22.03,44.444925,26.127289
2022-07-11 15:00:00,2022-07-11 16:00:00,15.62,27.47,44.444925,26.127289
2022-07-11 16:00:00,2022-07-11 17:00:00,16.1,39.0,44.444925,26.127289
2022-07-11 17:00:00,2022-07-11 18:00:00,14.76,33.26,44.444925,26.127289
2022-07-11 18:00:00,2022-07-11 19:00:00,14.11,28.37,44.444925,26.127289
2022-07-11 19:00:00,2022-07-11 20:00:00,16.12,30.92,44.444925,26.127289
2022-07-11 20:00:00,2022-07-11 21:00:00,17.82,38.09,44.444925,26.127289
2022-07-11 21:00:00,2022-07-11 22:00:00,19.1,42.46,44.444925,26.127289
2022-07-11 22:00:00,2022-07-11 23:00:00,17.85,36.86,44.444925,26.127289
2022-07-11 23:00:00,2022-07-12 00:00:00,11.98,28.75,44.444925,26.127289
2022-07-12 00:00:00,2022-07-12 01:00:00,10.32,20.15,44.444925,26.127289
2022-07-12 01:00:00,2022-07-12 02:00:00,9.92,15.53,44.444925,26.127289
2022-07-12 02:00:00,2022-07-12 03:00:00,8.6,15.1,44.444925,26.127289
2022-07-12 03:00:00,2022-07-12 04:00:00,7.73,15.39,44.444925,26.127289
2022-07-12 04:00:00,2022-07-12 05:00:00,9.58,16.37,44.444925,26.127289
2022-07-12 05:00:00,2022-07-12 06:00:00,11.0,24.32,44.444925,26.127289
2022-07-12 06:00:00,2022-07-12 07:00:00,11.79,38.06,44.444925,26.127289
2022-07-12 08:00:00,2022-07-12 09:00:00,13.64,37.16,44.444925,26.127289
2022-07-12 09:00:00,2022-07-12 10:00:00,14.06,37.35,44.444925,26.127289
2022-07-12 10:00:00,2022-07-12 11:00:00,17.62,32.24,44.444925,26.127289
2022-07-12 11:00:00,2022-07-12 12:00:00,15.86,26.55,44.444925,26.127289
2022-07-12 12:00:00,2022-07-12 13:00:00,14.24,26.55,44.444925,26.127289
2022-07-12 13:00:00,2022-07-12 14:00:00,13.35,26.3,44.444925,26.127289
2022-07-12 14:00:00,2022-07-12 15:00:00,12.54,16.07,44.444925,26.127289
2022-07-12 15:00:00,2022-07-12 16:00:00,11.7,19.19,44.444925,26.127289
2022-07-12 16:00:00,2022-07-12 17:00:00,13.42,22.96,44.444925,26.127289
2022-07-12 17:00:00,2022-07-12 18:00:00,15.15,27.52,44.444925,26.127289
2022-07-12 18:00:00,2022-07-12 19:00:00,15.33,28.68,44.444925,26.127289
2022-07-12 19:00:00,2022-07-12 20:00:00,14.01,31.35,44.444925,26.127289
2022-07-12 20:00:00,2022-07-12 21:00:00,13.16,26.74,44.444925,26.127289
2022-07-12 21:00:00,2022-07-12 22:00:00,11.79,30.43,44.444925,26.127289
2022-07-12 22:00:00,2022-07-12 23:00:00,10.84,24.68,44.444925,26.127289
2022-07-12 23:00:00,2022-07-13 00:00:00,7.87,19.39,44.444925,26.127289
2022-07-13 00:00:00,2022-07-13 01:00:00,7.98,13.53,44.444925,26.127289
2022-07-13 01:00:00,2022-07-13 02:00:00,7.06,19.84,44.444925,26.127289
2022-07-13 02:00:00,2022-07-13 03:00:00,8.65,19.24,44.444925,26.127289
2022-07-13 03:00:00,2022-07-13 04:00:00,9.21,19.24,44.444925,26.127289
2022-07-13 04:00:00,2022-07-13 05:00:00,11.06,17.95,44.444925,26.127289
2022-07-13 05:00:00,2022-07-13 06:00:00,13.47,23.38,44.444925,26.127289
2022-07-14 20:00:00,2022-07-14 21:00:00,14.09,67.89,44.444925,26.127289
2022-07-14 21:00:00,2022-07-14 22:00:00,22.11,91.48,44.444925,26.127289
2022-07-14 22:00:00,2022-07-14 23:00:00,23.45,94.38,44.444925,26.127289
2022-07-14 23:00:00,2022-07-15 00:00:00,18.46,55.85,44.444925,26.127289
2022-07-15 00:00:00,2022-07-15 01:00:00,21.67,64.14,44.444925,26.127289
2022-07-15 01:00:00,2022-07-15 02:00:00,21.43,62.15,44.444925,26.127289
2022-07-15 02:00:00,2022-07-15 03:00:00,20.64,58.01,44.444925,26.127289
2022-07-15 03:00:00,2022-07-15 04:00:00,11.5,29.7,44.444925,26.127289
2022-07-15 04:00:00,2022-07-15 05:00:00,10.49,25.8,44.444925,26.127289
2022-07-15 05:00:00,2022-07-15 06:00:00,12.43,35.77,44.444925,26.127289
2022-07-15 06:00:00,2022-07-15 07:00:00,21.06,58.62,44.444925,26.127289
2022-07-15 07:00:00,2022-07-15 08:00:00,32.52,68.82,44.444925,26.127289
2022-07-15 08:00:00,2022-07-15 09:00:00,31.86,67.47,44.444925,26.127289
2022-07-15 09:00:00,2022-07-15 10:00:00,30.2,51.16,44.444925,26.127289
2022-07-15 10:00:00,2022-07-15 11:00:00,35.24,42.86,44.444925,26.127289
2022-07-15 11:00:00,2022-07-15 12:00:00,28.5,30.21,44.444925,26.127289
2022-07-15 12:00:00,2022-07-15 13:00:00,23.82,34.58,44.444925,26.127289
2022-07-15 13:00:00,2022-07-15 14:00:00,24.89,42.18,44.444925,26.127289
2022-07-15 14:00:00,2022-07-15 15:00:00,17.36,26.27,44.444925,26.127289
2022-07-15 15:00:00,2022-07-15 16:00:00,20.7,35.82,44.444925,26.127289
2022-07-15 16:00:00,2022-07-15 17:00:00,16.79,35.37,44.444925,26.127289
2022-07-15 17:00:00,2022-07-15 18:00:00,18.66,36.06,44.444925,26.127289
2022-07-15 18:00:00,2022-07-15 19:00:00,24.12,26.1,44.444925,26.127289
2022-07-15 19:00:00,2022-07-15 20:00:00,24.74,44.78,44.444925,26.127289
2022-07-15 21:00:00,2022-07-15 22:00:00,36.03,78.65,44.444925,26.127289
2022-07-15 22:00:00,2022-07-15 23:00:00,22.37,54.37,44.444925,26.127289
2022-07-15 23:00:00,2022-07-16 00:00:00,18.77,48.35,44.444925,26.127289
2022-07-16 00:00:00,2022-07-16 01:00:00,17.35,39.63,44.444925,26.127289
2022-07-16 01:00:00,2022-07-16 02:00:00,16.39,33.29,44.444925,26.127289
2022-07-16 02:00:00,2022-07-16 03:00:00,16.71,25.01,44.444925,26.127289
2022-07-16 03:00:00,2022-07-16 04:00:00,21.02,28.68,44.444925,26.127289
2022-07-16 04:00:00,2022-07-16 05:00:00,18.61,29.46,44.444925,26.127289
2022-07-16 05:00:00,2022-07-16 06:00:00,18.89,30.84,44.444925,26.127289
2022-07-16 06:00:00,2022-07-16 07:00:00,20.41,36.47,44.444925,26.127289
2022-07-16 07:00:00,2022-07-16 08:00:00,20.28,28.58,44.444925,26.127289
2022-07-16 08:00:00,2022-07-16 09:00:00,20.76,26.03,44.444925,26.127289
2022-07-16 09:00:00,2022-07-16 10:00:00,21.8,21.46,44.444925,26.127289
2022-07-16 10:00:00,2022-07-16 11:00:00,22.56,21.65,44.444925,26.127289
2022-07-16 11:00:00,2022-07-16 12:00:00,23.56,22.29,44.444925,26.127289
2022-07-16 12:00:00,2022-07-16 13:00:00,22.22,18.02,44.444925,26.127289
2022-07-16 13:00:00,2022-07-16 14:00:00,23.39,17.01,44.444925,26.127289
2022-07-16 14:00:00,2022-07-16 15:00:00,27.08,12.52,44.444925,26.127289
2022-07-16 15:00:00,2022-07-16 16:00:00,30.25,18.87,44.444925,26.127289
2022-07-16 16:00:00,2022-07-16 17:00:00,29.03,18.72,44.444925,26.127289
2022-07-16 17:00:00,2022-07-16 18:00:00,26.27,21.79,44.444925,26.127289
2022-07-16 18:00:00,2022-07-16 19:00:00,25.48,25.64,44.444925,26.127289
2022-07-16 19:00:00,2022-07-16 20:00:00,27.41,29.49,44.444925,26.127289
2022-07-16 20:00:00,2022-07-16 21:00:00,31.81,40.84,44.444925,26.127289
2022-07-16 22:00:00,2022-07-16 23:00:00,27.18,45.21,44.444925,26.127289
2022-07-16 23:00:00,2022-07-17 00:00:00,27.75,36.62,44.444925,26.127289
2022-07-17 00:00:00,2022-07-17 01:00:00,25.3,41.96,44.444925,26.127289
2022-07-17 01:00:00,2022-07-17 02:00:00,25.76,47.38,44.444925,26.127289
2022-07-17 02:00:00,2022-07-17 03:00:00,32.32,44.95,44.444925,26.127289
2022-07-17 03:00:00,2022-07-17 04:00:00,36.43,40.96,44.444925,26.127289
2022-07-17 04:00:00,2022-07-17 05:00:00,28.77,31.31,44.444925,26.127289
2022-07-17 05:00:00,2022-07-17 06:00:00,20.98,25.91,44.444925,26.127289
2022-07-17 06:00:00,2022-07-17 07:00:00,19.5,25.07,44.444925,26.127289
2022-07-17 07:00:00,2022-07-17 08:00:00,20.11,21.81,44.444925,26.127289
2022-07-17 08:00:00,2022-07-17 09:00:00,21.27,23.17,44.444925,26.127289
2022-07-17 09:00:00,2022-07-17 10:00:00,19.86,16.62,44.444925,26.127289
2022-07-17 10:00:00,2022-07-17 11:00:00,20.99,11.74,44.444925,26.127289
2022-07-17 11:00:00,2022-07-17 12:00:00,16.06,10.09,44.444925,26.127289
2022-07-17 12:00:00,2022-07-17 13:00:00,15.0,9.39,44.444925,26.127289
2022-07-17 13:00:00,2022-07-17 14:00:00,16.34,9.43,44.444925,26.127289
2022-07-17 14:00:00,2022-07-17 15:00:00,16.78,9.11,44.444925,26.127289
2022-07-17 15:00:00,2022-07-17 16:00:00,17.27,9.65,44.444925,26.127289
2022-07-17 16:00:00,2022-07-17 17:00:00,15.65,8.67,44.444925,26.127289
2022-07-17 17:00:00,2022-07-17 18:00:00,14.72,11.51,44.444925,26.127289
2022-07-17 18:00:00,2022-07-17 19:00:00,13.0,13.31,44.444925,26.127289
2022-07-17 19:00:00,2022-07-17 20:00:00,19.19,36.6,44.444925,26.127289
2022-07-17 20:00:00,2022-07-17 21:00:00,15.73,40.35,44.444925,26.127289
2022-07-17 21:00:00,2022-07-17 22:00:00,15.21,43.73,44.444925,26.127289
2022-07-17 23:00:00,2022-07-18 00:00:00,12.77,24.75,44.444925,26.127289
2022-07-18 00:00:00,2022-07-18 01:00:00,11.36,15.67,44.444925,26.127289
2022-07-18 01:00:00,2022-07-18 02:00:00,9.04,13.24,44.444925,26.127289
2022-07-18 02:00:00,2022-07-18 03:00:00,10.6,16.93,44.444925,26.127289
2022-07-18 03:00:00,2022-07-18 04:00:00,9.95,12.08,44.444925,26.127289
2022-07-18 04:00:00,2022-07-18 05:00:00,8.94,18.41,44.444925,26.127289
2022-07-18 05:00:00,2022-07-18 06:00:00,9.82,28.78,44.444925,26.127289
2022-07-18 06:00:00,2022-07-18 07:00:00,12.09,39.31,44.444925,26.127289
2022-07-18 07:00:00,2022-07-18 08:00:00,16.52,46.95,44.444925,26.127289
2022-07-18 08:00:00,2022-07-18 09:00:00,19.01,46.75,44.444925,26.127289
2022-07-18 09:00:00,2022-07-18 10:00:00,17.45,45.49,44.444925,26.127289
2022-07-18 10:00:00,2022-07-18 11:00:00,16.29,40.36,44.444925,26.127289
2022-07-18 11:00:00,2022-07-18 12:00:00,15.54,41.62,44.444925,26.127289
2022-07-18 12:00:00,2022-07-18 13:00:00,16.38,47.47,44.444925,26.127289
2022-07-18 13:00:00,2022-07-18 14:00:00,16.04,43.38,44.444925,26.127289
2022-07-18 14:00:00,2022-07-18 15:00:00,17.78,43.76,44.444925,26.127289
2022-07-18 15:00:00,2022-07-18 16:00:00,17.28,36.01,44.444925,26.127289
2022-07-18 16:00:00,2022-07-18 17:00:00,19.79,60.22,44.444925,26.127289
2022-07-18 17:00:00,2022-07-18 18:00:00,18.34,67.04,44.444925,26.127289
2022-07-18 18:00:00,2022-07-18 19:00:00,17.64,34.26,44.444925,26.127289
2022-07-18 19:00:00,2022-07-18 20:00:00,17.8,45.86,44.444925,26.127289
2022-07-18 20:00:00,2022-07-18 21:00:00,25.74,65.37,44.444925,26.127289
2022-07-18 21:00:00,2022-07-18 22:00:00,33.27,63.52,44.444925,26.127289
2022-07-18 22:00:00,2022-07-18 23:00:00,25.61,46.02,44.444925,26.127289
2022-07-19 00:00:00,2022-07-19 01:00:00,22.32,45.45,44.444925,26.127289
2022-07-19 01:00:00,2022-07-19 02:00:00,25.08,38.57,44.444925,26.127289
2022-07-19 02:00:00,2022-07-19 03:00:00,21.89,38.75,44.444925,26.127289
2022-07-19 03:00:00,2022-07-19 04:00:00,19.82,21.6,44.444925,26.127289
2022-07-19 04:00:00,2022-07-19 05:00:00,19.56,30.96,44.444925,26.127289
2022-07-19 05:00:00,2022-07-19 06:00:00,19.34,37.6,44.444925,26.127289
2022-07-19 06:00:00,2022-07-19 07:00:00,24.43,52.24,44.444925,26.127289
2022-07-19 07:00:00,2022-07-19 08:00:00,26.18,56.45,44.444925,26.127289
2022-07-19 08:00:00,2022-07-19 09:00:00,24.84,60.98,44.444925,26.127289
2022-07-19 09:00:00,2022-07-19 10:00:00,24.18,56.35,44.444925,26.127289
2022-07-19 10:00:00,2022-07-19 11:00:00,30.29,44.36,44.444925,26.127289
2022-07-19 11:00:00,2022-07-19 12:00:00,20.53,45.74,44.444925,26.127289
2022-07-19 12:00:00,2022-07-19 13:00:00,21.25,38.52,44.444925,26.127289
2022-07-19 13:00:00,2022-07-19 14:00:00,21.0,38.87,44.444925,26.127289
2022-07-19 14:00:00,2022-07-19 15:00:00,17.85,42.62,44.444925,26.127289
2022-07-19 15:00:00,2022-07-19 16:00:00,16.88,38.96,44.444925,26.127289
2022-07-19 16:00:00,2022-07-19 17:00:00,17.99,42.9,44.444925,26.127289
2022-07-19 17:00:00,2022-07-19 18:00:00,19.51,64.32,44.444925,26.127289
2022-07-19 18:00:00,2022-07-19 19:00:00,20.24,51.66,44.444925,26.127289
2022-07-19 19:00:00,2022-07-19 20:00:00,25.81,45.17,44.444925,26.127289
2022-07-19 20:00:00,2022-07-19 21:00:00,42.44,72.46,44.444925,26.127289
2022-07-19 21:00:00,2022-07-19 22:00:00,52.77,99.38,44.444925,26.127289
2022-07-19 22:00:00,2022-07-19 23:00:00,27.65,70.4,44.444925,26.127289
2022-07-19 23:00:00,2022-07-20 00:00:00,31.98,68.06,44.444925,26.127289
2022-07-20 01:00:00,2022-07-20 02:00:00,21.62,21.96,44.444925,26.127289
2022-07-20 02:00:00,2022-07-20 03:00:00,27.0,27.02,44.444925,26.127289
2022-07-20 03:00:00,2022-07-20 04:00:00,27.11,36.17,44.444925,26.127289
2022-07-20 04:00:00,2022-07-20 05:00:00,25.92,47.88,44.444925,26.127289
2022-07-20 05:00:00,2022-07-20 06:00:00,24.21,42.5,44.444925,26.127289
