start,end,pm10,no2,latitude,longitude
2022-01-14 17:00:00,2022-01-14 18:00:00,16.81,45.43,44.444925,26.127289
2022-01-14 18:00:00,2022-01-14 19:00:00,19.88,48.51,44.444925,26.127289
2022-01-14 19:00:00,2022-01-14 20:00:00,21.4,42.93,44.444925,26.127289
2022-01-14 20:00:00,2022-01-14 21:00:00,20.32,37.21,44.444925,26.127289
2022-01-14 21:00:00,2022-01-14 22:00:00,22.54,44.47,44.444925,26.127289
2022-01-14 22:00:00,2022-01-14 23:00:00,25.14,52.52,44.444925,26.127289
2022-01-14 23:00:00,2022-01-15 00:00:00,29.94,50.71,44.444925,26.127289
2022-01-15 01:00:00,2022-01-15 02:00:00,29.33,46.09,44.444925,26.127289
2022-01-15 02:00:00,2022-01-15 03:00:00,28.57,45.1,44.444925,26.127289
2022-01-15 03:00:00,2022-01-15 04:00:00,26.85,43.35,44.444925,26.127289
2022-01-15 04:00:00,2022-01-15 05:00:00,25.5,38.59,44.444925,26.127289
2022-01-15 05:00:00,2022-01-15 06:00:00,25.37,40.79,44.444925,26.127289
2022-01-15 06:00:00,2022-01-15 07:00:00,27.43,40.37,44.444925,26.127289
2022-01-15 07:00:00,2022-01-15 08:00:00,28.84,45.42,44.444925,26.127289
2022-01-15 08:00:00,2022-01-15 09:00:00,26.73,35.16,44.444925,26.127289
2022-01-15 09:00:00,2022-01-15 10:00:00,24.51,34.71,44.444925,26.127289
2022-01-15 10:00:00,2022-01-15 11:00:00,20.47,27.7,44.444925,26.127289
2022-01-15 11:00:00,2022-01-15 12:00:00,20.52,26.57,44.444925,26.127289
2022-01-15 12:00:00,2022-01-15 13:00:00,14.08,27.48,44.444925,26.127289
2022-01-15 13:00:00,2022-01-15 14:00:00,11.04,32.79,44.444925,26.127289
2022-01-15 14:00:00,2022-01-15 15:00:00,10.49,29.39,44.444925,26.127289
2022-01-15 15:00:00,2022-01-15 16:00:00,10.93,43.9,44.444925,26.127289
2022-01-15 16:00:00,2022-01-15 17:00:00,11.77,49.41,44.444925,26.127289
2022-01-15 17:00:00,2022-01-15 18:00:00,14.77,52.85,44.444925,26.127289
2022-01-15 18:00:00,2022-01-15 19:00:00,15.89,58.53,44.444925,26.127289
2022-01-15 19:00:00,2022-01-15 20:00:00,18.01,73.34,44.444925,26.127289
2022-01-15 20:00:00,2022-01-15 21:00:00,26.64,83.06,44.444925,26.127289
2022-01-15 21:00:00,2022-01-15 22:00:00,35.37,90.02,44.444925,26.127289
2022-01-15 22:00:00,2022-01-15 23:00:00,43.23,92.52,44.444925,26.127289
2022-01-15 23:00:00,2022-01-16 00:00:00,51.31,100.99,44.444925,26.127289
2022-01-16 00:00:00,2022-01-16 01:00:00,54.59,96.32,44.444925,26.127289
2022-01-16 02:00:00,2022-01-16 03:00:00,60.27,51.01,44.444925,26.127289
2022-01-16 03:00:00,2022-01-16 04:00:00,52.3,50.46,44.444925,26.127289
2022-01-16 04:00:00,2022-01-16 05:00:00,51.46,43.54,44.444925,26.127289
2022-01-16 05:00:00,2022-01-16 06:00:00,35.44,30.23,44.444925,26.127289
2022-01-16 06:00:00,2022-01-16 07:00:00,40.15,32.91,44.444925,26.127289
2022-01-16 07:00:00,2022-01-16 08:00:00,40.02,29.8,44.444925,26.127289
2022-01-16 08:00:00,2022-01-16 09:00:00,42.54,30.44,44.444925,26.127289
2022-01-16 09:00:00,2022-01-16 10:00:00,43.3,29.57,44.444925,26.127289
2022-01-16 10:00:00,2022-01-16 11:00:00,39.35,21.99,44.444925,26.127289
2022-01-16 11:00:00,2022-01-16 12:00:00,35.2,20.46,44.444925,26.127289
2022-01-16 12:00:00,2022-01-16 13:00:00,32.84,21.4,44.444925,26.127289
2022-01-16 13:00:00,2022-01-16 14:00:00,27.7,20.37,44.444925,26.127289
2022-01-16 14:00:00,2022-01-16 15:00:00,25.37,20.73,44.444925,26.127289
2022-01-16 15:00:00,2022-01-16 16:00:00,28.52,29.0,44.444925,26.127289
2022-01-16 16:00:00,2022-01-16 17:00:00,31.16,35.75,44.444925,26.127289
2022-01-16 17:00:00,2022-01-16 18:00:00,33.85,47.85,44.444925,26.127289
2022-01-16 18:00:00,2022-01-16 19:00:00,37.27,49.78,44.444925,26.127289
2022-01-16 19:00:00,2022-01-16 20:00:00,41.47,52.79,44.444925,26.127289
2022-01-16 20:00:00,2022-01-16 21:00:00,36.2,46.59,44.444925,26.127289
2022-01-16 21:00:00,2022-01-16 22:00:00,43.95,48.02,44.444925,26.127289
2022-01-16 22:00:00,2022-01-16 23:00:00,43.06,31.58,44.444925,26.127289
2022-01-16 23:00:00,2022-01-17 00:00:00,40.26,26.04,44.444925,26.127289
2022-01-17 00:00:00,2022-01-17 01:00:00,36.72,18.39,44.444925,26.127289
2022-01-17 01:00:00,2022-01-17 02:00:00,34.96,15.78,44.444925,26.127289
2022-01-17 03:00:00,2022-01-17 04:00:00,29.38,15.06,44.444925,26.127289
2022-01-17 04:00:00,2022-01-17 05:00:00,27.25,20.07,44.444925,26.127289
2022-01-17 05:00:00,2022-01-17 06:00:00,27.53,31.01,44.444925,26.127289
2022-01-17 06:00:00,2022-01-17 07:00:00,30.38,40.15,44.444925,26.127289
2022-01-17 07:00:00,2022-01-17 08:00:00,30.28,36.02,44.444925,26.127289
2022-01-17 08:00:00,2022-01-17 09:00:00,27.28,24.88,44.444925,26.127289
2022-01-17 09:00:00,2022-01-17 10:00:00,25.88,28.63,44.444925,26.127289
2022-01-17 10:00:00,2022-01-17 11:00:00,22.25,24.03,44.444925,26.127289
2022-01-17 11:00:00,2022-01-17 12:00:00,20.84,23.15,44.444925,26.127289
2022-01-17 12:00:00,2022-01-17 13:00:00,18.24,23.07,44.444925,26.127289
2022-01-17 13:00:00,2022-01-17 14:00:00,17.86,22.36,44.444925,26.127289
2022-01-17 14:00:00,2022-01-17 15:00:00,16.6,24.88,44.444925,26.127289
2022-01-17 15:00:00,2022-01-17 16:00:00,18.53,24.68,44.444925,26.127289
2022-01-17 16:00:00,2022-01-17 17:00:00,14.37,26.51,44.444925,26.127289
2022-01-17 17:00:00,2022-01-17 18:00:00,11.11,25.23,44.444925,26.127289
2022-01-17 18:00:00,2022-01-17 19:00:00,9.96,21.24,44.444925,26.127289
2022-01-17 19:00:00,2022-01-17 20:00:00,9.63,18.06,44.444925,26.127289
2022-01-17 20:00:00,2022-01-17 21:00:00,11.42,16.55,44.444925,26.127289
2022-01-17 21:00:00,2022-01-17 22:00:00,11.2,17.48,44.444925,26.127289
2022-01-17 22:00:00,2022-01-17 23:00:00,10.65,13.02,44.444925,26.127289
2022-01-17 23:00:00,2022-01-18 00:00:00,8.37,10.8,44.444925,26.127289
2022-01-18 00:00:00,2022-01-18 01:00:00,6.19,15.29,44.444925,26.127289
2022-01-18 01:00:00,2022-01-18 02:00:00,4.52,13.6,44.444925,26.127289
2022-01-18 02:00:00,2022-01-18 03:00:00,4.54,14.51,44.444925,26.127289
2022-01-18 04:00:00,2022-01-18 05:00:00,4.55,24.63,44.444925,26.127289
2022-01-18 05:00:00,2022-01-18 06:00:00,6.67,39.45,44.444925,26.127289
2022-01-18 06:00:00,2022-01-18 07:00:00,11.01,59.03,44.444925,26.127289
2022-01-18 07:00:00,2022-01-18 08:00:00,14.63,51.76,44.444925,26.127289
2022-01-18 08:00:00,2022-01-18 09:00:00,17.18,42.85,44.444925,26.127289
2022-01-18 09:00:00,2022-01-18 10:00:00,14.1,31.77,44.444925,26.127289
2022-01-18 10:00:00,2022-01-18 11:00:00,13.23,33.16,44.444925,26.127289
2022-01-18 11:00:00,2022-01-18 12:00:00,12.62,31.2,44.444925,26.127289
2022-01-18 12:00:00,2022-01-18 13:00:00,15.29,33.76,44.444925,26.127289
2022-01-18 13:00:00,2022-01-18 14:00:00,14.5,29.49,44.444925,26.127289
2022-01-18 14:00:00,2022-01-18 15:00:00,13.3,32.15,44.444925,26.127289
2022-01-18 15:00:00,2022-01-18 16:00:00,11.13,33.4,44.444925,26.127289
2022-01-18 16:00:00,2022-01-18 17:00:00,11.29,43.82,44.444925,26.127289
2022-01-18 17:00:00,2022-01-18 18:00:00,21.03,61.84,44.444925,26.127289
2022-01-18 18:00:00,2022-01-18 19:00:00,24.46,60.22,44.444925,26.127289
2022-01-18 19:00:00,2022-01-18 20:00:00,25.57,47.74,44.444925,26.127289
2022-01-18 20:00:00,2022-01-18 21:00:00,22.2,31.36,44.444925,26.127289
2022-01-18 21:00:00,2022-01-18 22:00:00,22.13,31.16,44.444925,26.127289
2022-01-18 22:00:00,2022-01-18 23:00:00,21.96,26.25,44.444925,26.127289
2022-01-18 23:00:00,2022-01-19 00:00:00,19.1,24.38,44.444925,26.127289
2022-01-19 00:00:00,2022-01-19 01:00:00,15.26,21.12,44.444925,26.127289
2022-01-19 01:00:00,2022-01-19 02:00:00,17.2,21.84,44.444925,26.127289
2022-01-19 02:00:00,2022-01-19 03:00:00,19.62,32.8,44.444925,26.127289
2022-01-19 03:00:00,2022-01-19 04:00:00,20.44,38.77,44.444925,26.127289
2022-01-19 05:00:00,2022-01-19 06:00:00,25.05,58.21,44.444925,26.127289
2022-01-19 06:00:00,2022-01-19 07:00:00,29.24,69.47,44.444925,26.127289
2022-01-19 07:00:00,2022-01-19 08:00:00,53.45,89.14,44.444925,26.127289
2022-01-19 08:00:00,2022-01-19 09:00:00,53.01,53.71,44.444925,26.127289
2022-01-19 09:00:00,2022-01-19 10:00:00,41.21,37.74,44.444925,26.127289
2022-01-19 10:00:00,2022-01-19 11:00:00,27.72,22.57,44.444925,26.127289
2022-01-19 11:00:00,2022-01-19 12:00:00,23.14,22.73,44.444925,26.127289
2022-01-19 12:00:00,2022-01-19 13:00:00,20.57,22.54,44.444925,26.127289
2022-01-19 13:00:00,2022-01-19 14:00:00,22.72,21.12,44.444925,26.127289
2022-01-19 14:00:00,2022-01-19 15:00:00,22.26,23.12,44.444925,26.127289
2022-01-19 15:00:00,2022-01-19 16:00:00,21.0,36.45,44.444925,26.127289
2022-01-19 16:00:00,2022-01-19 17:00:00,25.97,48.71,44.444925,26.127289
2022-01-19 17:00:00,2022-01-19 18:00:00,25.53,53.34,44.444925,26.127289
2022-01-19 18:00:00,2022-01-19 19:00:00,33.9,55.28,44.444925,26.127289
2022-01-19 19:00:00,2022-01-19 20:00:00,32.97,53.35,44.444925,26.127289
2022-01-19 20:00:00,2022-01-19 21:00:00,31.97,52.29,44.444925,26.127289
2022-01-19 21:00:00,2022-01-19 22:00:00,39.16,40.71,44.444925,26.127289
2022-01-19 22:00:00,2022-01-19 23:00:00,34.16,29.92,44.444925,26.127289
2022-01-19 23:00:00,2022-01-20 00:00:00,36.57,23.17,44.444925,26.127289
2022-01-20 00:00:00,2022-01-20 01:00:00,33.16,20.39,44.444925,26.127289
2022-01-20 01:00:00,2022-01-20 02:00:00,33.03,18.32,44.444925,26.127289
2022-01-20 02:00:00,2022-01-20 03:00:00,33.0,17.34,44.444925,26.127289
2022-01-20 03:00:00,2022-01-20 04:00:00,32.64,14.49,44.444925,26.127289
2022-01-20 04:00:00,2022-01-20 05:00:00,30.95,16.1,44.444925,26.127289
2022-01-20 06:00:00,2022-01-20 07:00:00,32.75,38.6,44.444925,26.127289
2022-01-20 07:00:00,2022-01-20 08:00:00,37.09,41.47,44.444925,26.127289
2022-01-20 08:00:00,2022-01-20 09:00:00,33.22,35.5,44.444925,26.127289
2022-01-20 09:00:00,2022-01-20 10:00:00,26.8,28.57,44.444925,26.127289
2022-01-20 10:00:00,2022-01-20 11:00:00,22.99,24.3,44.444925,26.127289
2022-01-20 11:00:00,2022-01-20 12:00:00,23.93,19.29,44.444925,26.127289
2022-01-20 12:00:00,2022-01-20 13:00:00,20.96,20.41,44.444925,26.127289
2022-01-20 13:00:00,2022-01-20 14:00:00,22.67,23.64,44.444925,26.127289
2022-01-20 14:00:00,2022-01-20 15:00:00,17.56,27.55,44.444925,26.127289
2022-01-20 15:00:00,2022-01-20 16:00:00,15.5,29.76,44.444925,26.127289
2022-01-20 16:00:00,2022-01-20 17:00:00,15.66,28.83,44.444925,26.127289
2022-01-20 17:00:00,2022-01-20 18:00:00,15.54,31.31,44.444925,26.127289
2022-01-20 18:00:00,2022-01-20 19:00:00,14.62,31.04,44.444925,26.127289
2022-01-20 19:00:00,2022-01-20 20:00:00,12.46,25.76,44.444925,26.127289
2022-01-20 20:00:00,2022-01-20 21:00:00,13.32,24.56,44.444925,26.127289
2022-01-20 21:00:00,2022-01-20 22:00:00,15.86,23.71,44.444925,26.127289
2022-01-20 22:00:00,2022-01-20 23:00:00,16.28,20.06,44.444925,26.127289
2022-01-20 23:00:00,2022-01-21 00:00:00,16.74,19.67,44.444925,26.127289
2022-01-21 00:00:00,2022-01-21 01:00:00,15.51,16.22,44.444925,26.127289
2022-01-21 01:00:00,2022-01-21 02:00:00,12.95,20.66,44.444925,26.127289
2022-01-21 02:00:00,2022-01-21 03:00:00,12.57,14.73,44.444925,26.127289
2022-01-21 03:00:00,2022-01-21 04:00:00,10.98,13.0,44.444925,26.127289
2022-01-21 04:00:00,2022-01-21 05:00:00,10.73,14.29,44.444925,26.127289
2022-01-21 05:00:00,2022-01-21 06:00:00,15.07,23.02,44.444925,26.127289
2022-01-21 07:00:00,2022-01-21 08:00:00,19.78,47.38,44.444925,26.127289
2022-01-21 08:00:00,2022-01-21 09:00:00,22.0,49.9,44.444925,26.127289
2022-01-21 09:00:00,2022-01-21 10:00:00,29.81,53.31,44.444925,26.127289
2022-01-21 10:00:00,2022-01-21 11:00:00,17.74,38.42,44.444925,26.127289
2022-01-21 11:00:00,2022-01-21 12:00:00,18.1,30.71,44.444925,26.127289
2022-01-21 12:00:00,2022-01-21 13:00:00,11.45,21.32,44.444925,26.127289
2022-01-21 13:00:00,2022-01-21 14:00:00,12.68,21.44,44.444925,26.127289
2022-01-21 14:00:00,2022-01-21 15:00:00,14.18,25.56,44.444925,26.127289
2022-01-21 15:00:00,2022-01-21 16:00:00,12.57,29.84,44.444925,26.127289
2022-01-21 16:00:00,2022-01-21 17:00:00,14.24,37.7,44.444925,26.127289
2022-01-21 17:00:00,2022-01-21 18:00:00,14.93,33.74,44.444925,26.127289
2022-01-21 18:00:00,2022-01-21 19:00:00,18.86,44.31,44.444925,26.127289
2022-01-21 19:00:00,2022-01-21 20:00:00,22.01,51.25,44.444925,26.127289
2022-01-21 20:00:00,2022-01-21 21:00:00,21.53,38.66,44.444925,26.127289
2022-01-21 21:00:00,2022-01-21 22:00:00,21.17,31.07,44.444925,26.127289
2022-01-21 22:00:00,2022-01-21 23:00:00,21.53,33.29,44.444925,26.127289
2022-01-21 23:00:00,2022-01-22 00:00:00,19.97,36.07,44.444925,26.127289
2022-01-22 00:00:00,2022-01-22 01:00:00,16.65,28.17,44.444925,26.127289
2022-01-22 01:00:00,2022-01-22 02:00:00,17.2,19.21,44.444925,26.127289
2022-01-22 02:00:00,2022-01-22 03:00:00,17.24,24.46,44.444925,26.127289
2022-01-22 03:00:00,2022-01-22 04:00:00,15.18,25.52,44.444925,26.127289
2022-01-22 04:00:00,2022-01-22 05:00:00,14.49,25.01,44.444925,26.127289
2022-01-22 05:00:00,2022-01-22 06:00:00,14.81,37.06,44.444925,26.127289
2022-01-22 06:00:00,2022-01-22 07:00:00,14.55,29.78,44.444925,26.127289
2022-01-22 08:00:00,2022-01-22 09:00:00,21.34,31.9,44.444925,26.127289
2022-01-22 09:00:00,2022-01-22 10:00:00,23.46,25.39,44.444925,26.127289
2022-01-22 10:00:00,2022-01-22 11:00:00,24.54,23.94,44.444925,26.127289
2022-01-22 11:00:00,2022-01-22 12:00:00,20.76,24.16,44.444925,26.127289
2022-01-22 12:00:00,2022-01-22 13:00:00,13.08,26.69,44.444925,26.127289
2022-01-22 13:00:00,2022-01-22 14:00:00,9.79,20.23,44.444925,26.127289
2022-01-22 14:00:00,2022-01-22 15:00:00,10.85,22.6,44.444925,26.127289
2022-01-22 15:00:00,2022-01-22 16:00:00,12.77,34.12,44.444925,26.127289
2022-01-22 16:00:00,2022-01-22 17:00:00,17.27,52.35,44.444925,26.127289
2022-01-22 17:00:00,2022-01-22 18:00:00,21.02,57.15,44.444925,26.127289
2022-01-22 18:00:00,2022-01-22 19:00:00,26.13,56.14,44.444925,26.127289
2022-01-22 19:00:00,2022-01-22 20:00:00,25.77,50.19,44.444925,26.127289
2022-01-22 20:00:00,2022-01-22 21:00:00,22.54,40.76,44.444925,26.127289
2022-01-22 21:00:00,2022-01-22 22:00:00,31.95,48.13,44.444925,26.127289
2022-01-22 22:00:00,2022-01-22 23:00:00,20.92,32.56,44.444925,26.127289
2022-01-22 23:00:00,2022-01-23 00:00:00,19.66,31.67,44.444925,26.127289
2022-01-23 00:00:00,2022-01-23 01:00:00,18.38,27.66,44.444925,26.127289
2022-01-23 01:00:00,2022-01-23 02:00:00,19.83,33.36,44.444925,26.127289
2022-01-23 02:00:00,2022-01-23 03:00:00,25.89,32.49,44.444925,26.127289
2022-01-23 03:00:00,2022-01-23 04:00:00,28.05,31.11,44.444925,26.127289
2022-01-23 04:00:00,2022-01-23 05:00:00,28.23,30.02,44.444925,26.127289
2022-01-23 05:00:00,2022-01-23 06:00:00,23.77,28.43,44.444925,26.127289
2022-01-23 06:00:00,2022-01-23 07:00:00,22.12,37.17,44.444925,26.127289
2022-01-23 07:00:00,2022-01-23 08:00:00,20.25,40.1,44.444925,26.127289
2022-01-23 09:00:00,2022-01-23 10:00:00,19.0,30.28,44.444925,26.127289
2022-01-23 10:00:00,2022-01-23 11:00:00,14.83,22.76,44.444925,26.127289
2022-01-23 11:00:00,2022-01-23 12:00:00,19.86,21.37,44.444925,26.127289
2022-01-23 12:00:00,2022-01-23 13:00:00,18.12,17.88,44.444925,26.127289
2022-01-23 13:00:00,2022-01-23 14:00:00,17.91,21.75,44.444925,26.127289
2022-01-23 14:00:00,2022-01-23 15:00:00,16.27,27.0,44.444925,26.127289
2022-01-23 15:00:00,2022-01-23 16:00:00,16.69,34.3,44.444925,26.127289
2022-01-23 16:00:00,2022-01-23 17:00:00,22.76,46.49,44.444925,26.127289
2022-01-23 17:00:00,2022-01-23 18:00:00,26.53,67.24,44.444925,26.127289
2022-01-23 18:00:00,2022-01-23 19:00:00,29.95,53.71,44.444925,26.127289
2022-01-23 19:00:00,2022-01-23 20:00:00,26.22,45.92,44.444925,26.127289
2022-01-23 20:00:00,2022-01-23 21:00:00,21.9,48.56,44.444925,26.127289
2022-01-23 21:00:00,2022-01-23 22:00:00,19.27,42.13,44.444925,26.127289
2022-01-23 22:00:00,2022-01-23 23:00:00,21.22,28.94,44.444925,26.127289
2022-01-23 23:00:00,2022-01-24 00:00:00,20.18,23.76,44.444925,26.127289
2022-01-24 00:00:00,2022-01-24 01:00:00,18.54,20.58,44.444925,26.127289
2022-01-24 01:00:00,2022-01-24 02:00:00,17.59,18.69,44.444925,26.127289
2022-01-24 02:00:00,2022-01-24 03:00:00,17.46,19.3,44.444925,26.127289
2022-01-24 03:00:00,2022-01-24 04:00:00,17.19,22.3,44.444925,26.127289
2022-01-24 04:00:00,2022-01-24 05:00:00,18.9,21.55,44.444925,26.127289
2022-01-24 05:00:00,2022-01-24 06:00:00,19.67,25.43,44.444925,26.127289
2022-01-24 06:00:00,2022-01-24 07:00:00,18.52,28.64,44.444925,26.127289
2022-01-24 07:00:00,2022-01-24 08:00:00,19.83,30.8,44.444925,26.127289
2022-01-24 08:00:00,2022-01-24 09:00:00,22.35,32.22,44.444925,26.127289
2022-01-24 10:00:00,2022-01-24 11:00:00,20.02,23.33,44.444925,26.127289
2022-01-24 11:00:00,2022-01-24 12:00:00,17.58,26.83,44.444925,26.127289
2022-01-24 12:00:00,2022-01-24 13:00:00,16.54,24.43,44.444925,26.127289
2022-01-24 13:00:00,2022-01-24 14:00:00,15.94,28.25,44.444925,26.127289
2022-01-24 14:00:00,2022-01-24 15:00:00,18.14,28.66,44.444925,26.127289
2022-01-24 15:00:00,2022-01-24 16:00:00,21.05,25.87,44.444925,26.127289
2022-01-24 16:00:00,2022-01-24 17:00:00,22.48,38.6,44.444925,26.127289
2022-01-24 17:00:00,2022-01-24 18:00:00,30.17,40.74,44.444925,26.127289
2022-01-24 18:00:00,2022-01-24 19:00:00,28.6,30.8,44.444925,26.127289
2022-01-24 19:00:00,2022-01-24 20:00:00,27.82,30.93,44.444925,26.127289
2022-01-24 20:00:00,2022-01-24 21:00:00,28.42,29.71,44.444925,26.127289
2022-01-24 21:00:00,2022-01-24 22:00:00,31.59,34.09,44.444925,26.127289
2022-01-24 22:00:00,2022-01-24 23:00:00,34.63,40.17,44.444925,26.127289
2022-01-24 23:00:00,2022-01-25 00:00:00,39.37,46.14,44.444925,26.127289
2022-01-25 00:00:00,2022-01-25 01:00:00,41.8,35.85,44.444925,26.127289
2022-01-25 01:00:00,2022-01-25 02:00:00,31.58,32.93,44.444925,26.127289
2022-01-25 02:00:00,2022-01-25 03:00:00,29.17,25.17,44.444925,26.127289
2022-01-25 03:00:00,2022-01-25 04:00:00,35.07,22.68,44.444925,26.127289
2022-01-25 04:00:00,2022-01-25 05:00:00,32.04,25.9,44.444925,26.127289
2022-01-25 05:00:00,2022-01-25 06:00:00,32.83,43.42,44.444925,26.127289
2022-01-25 06:00:00,2022-01-25 07:00:00,38.68,40.61,44.444925,26.127289
2022-01-25 07:00:00,2022-01-25 08:00:00,42.99,44.0,44.444925,26.127289
2022-01-25 08:00:00,2022-01-25 09:00:00,43.5,41.08,44.444925,26.127289
2022-01-25 09:00:00,2022-01-25 10:00:00,49.32,47.51,44.444925,26.127289
2022-01-25 11:00:00,2022-01-25 12:00:00,36.31,33.65,44.444925,26.127289
2022-01-25 12:00:00,2022-01-25 13:00:00,30.25,29.65,44.444925,26.127289
2022-01-25 13:00:00,2022-01-25 14:00:00,25.69,27.99,44.444925,26.127289
2022-01-25 14:00:00,2022-01-25 15:00:00,25.3,30.67,44.444925,26.127289
2022-01-25 15:00:00,2022-01-25 16:00:00,27.41,37.57,44.444925,26.127289
2022-01-25 16:00:00,2022-01-25 17:00:00,34.38,47.43,44.444925,26.127289
2022-01-25 17:00:00,2022-01-25 18:00:00,34.87,50.28,44.444925,26.127289
2022-01-25 18:00:00,2022-01-25 19:00:00,34.0,45.69,44.444925,26.127289
2022-01-25 19:00:00,2022-01-25 20:00:00,36.82,56.55,44.444925,26.127289
2022-01-25 20:00:00,2022-01-25 21:00:00,38.73,68.18,44.444925,26.127289
2022-01-25 21:00:00,2022-01-25 22:00:00,38.73,67.94,44.444925,26.127289
2022-01-25 22:00:00,2022-01-25 23:00:00,38.73,63.13,44.444925,26.127289
2022-01-25 23:00:00,2022-01-26 00:00:00,38.73,55.41,44.444925,26.127289
2022-01-26 00:00:00,2022-01-26 01:00:00,38.73,56.85,44.444925,26.127289
2022-01-26 01:00:00,2022-01-26 02:00:00,38.73,32.32,44.444925,26.127289
2022-01-26 02:00:00,2022-01-26 03:00:00,38.73,31.5,44.444925,26.127289
2022-01-26 03:00:00,2022-01-26 04:00:00,38.73,25.2,44.444925,26.127289
2022-01-26 04:00:00,2022-01-26 05:00:00,38.73,26.79,44.444925,26.127289
2022-01-26 05:00:00,2022-01-26 06:00:00,38.73,27.61,44.444925,26.127289
2022-01-26 06:00:00,2022-01-26 07:00:00,38.73,40.57,44.444925,26.127289
2022-01-26 07:00:00,2022-01-26 08:00:00,38.73,42.94,44.444925,26.127289
2022-01-26 08:00:00,2022-01-26 09:00:00,38.73,47.16,44.444925,26.127289
2022-01-26 09:00:00,2022-01-26 10:00:00,38.73,52.49,44.444925,26.127289
2022-01-26 12:00:00,2022-01-26 13:00:00,40.61,43.82,44.444925,26.127289
2022-01-26 13:00:00,2022-01-26 14:00:00,40.92,45.65,44.444925,26.127289
2022-01-26 14:00:00,2022-01-26 15:00:00,36.87,43.27,44.444925,26.127289
2022-01-26 15:00:00,2022-01-26 16:00:00,36.03,53.75,44.444925,26.127289
2022-01-26 16:00:00,2022-01-26 17:00:00,35.91,61.47,44.444925,26.127289
2022-01-26 17:00:00,2022-01-26 18:00:00,42.47,76.02,44.444925,26.127289
2022-01-26 18:00:00,2022-01-26 19:00:00,51.55,80.64,44.444925,26.127289
2022-01-26 19:00:00,2022-01-26 20:00:00,60.83,72.72,44.444925,26.127289
2022-01-26 20:00:00,2022-01-26 21:00:00,62.07,78.16,44.444925,26.127289
2022-01-26 21:00:00,2022-01-26 22:00:00,72.74,86.19,44.444925,26.127289
2022-01-26 22:00:00,2022-01-26 23:00:00,94.0,79.31,44.444925,26.127289
2022-01-26 23:00:00,2022-01-27 00:00:00,78.1,67.65,44.444925,26.127289
2022-01-27 00:00:00,2022-01-27 01:00:00,83.41,64.93,44.444925,26.127289
2022-01-27 01:00:00,2022-01-27 02:00:00,55.19,51.83,44.444925,26.127289
2022-01-27 02:00:00,2022-01-27 03:00:00,39.12,38.87,44.444925,26.127289
2022-01-27 03:00:00,2022-01-27 04:00:00,31.38,32.68,44.444925,26.127289
2022-01-27 04:00:00,2022-01-27 05:00:00,27.48,31.25,44.444925,26.127289
2022-01-27 05:00:00,2022-01-27 06:00:00,31.52,45.41,44.444925,26.127289
2022-01-27 06:00:00,2022-01-27 07:00:00,41.39,41.51,44.444925,26.127289
2022-01-27 07:00:00,2022-01-27 08:00:00,50.83,37.45,44.444925,26.127289
2022-01-27 08:00:00,2022-01-27 09:00:00,56.21,34.29,44.444925,26.127289
2022-01-27 09:00:00,2022-01-27 10:00:00,52.42,35.19,44.444925,26.127289
2022-01-27 10:00:00,2022-01-27 11:00:00,48.75,34.61,44.444925,26.127289
2022-01-27 11:00:00,2022-01-27 12:00:00,48.6,30.67,44.444925,26.127289
2022-01-27 13:00:00,2022-01-27 14:00:00,30.2,24.99,44.444925,26.127289
2022-01-27 14:00:00,2022-01-27 15:00:00,19.48,23.68,44.444925,26.127289
2022-01-27 15:00:00,2022-01-27 16:00:00,20.5,31.24,44.444925,26.127289
2022-01-27 16:00:00,2022-01-27 17:00:00,21.64,43.55,44.444925,26.127289
2022-01-27 17:00:00,2022-01-27 18:00:00,24.56,39.24,44.444925,26.127289
2022-01-27 18:00:00,2022-01-27 19:00:00,27.06,32.38,44.444925,26.127289
2022-01-27 19:00:00,2022-01-27 20:00:00,25.8,28.85,44.444925,26.127289
2022-01-27 20:00:00,2022-01-27 21:00:00,27.17,25.28,44.444925,26.127289
2022-01-27 21:00:00,2022-01-27 22:00:00,28.24,21.15,44.444925,26.127289
2022-01-27 22:00:00,2022-01-27 23:00:00,27.25,16.33,44.444925,26.127289
2022-01-27 23:00:00,2022-01-28 00:00:00,29.41,14.04,44.444925,26.127289
2022-01-28 00:00:00,2022-01-28 01:00:00,31.39,14.03,44.444925,26.127289
2022-01-28 01:00:00,2022-01-28 02:00:00,30.96,15.09,44.444925,26.127289
2022-01-28 02:00:00,2022-01-28 03:00:00,28.19,11.93,44.444925,26.127289
2022-01-28 03:00:00,2022-01-28 04:00:00,24.11,12.84,44.444925,26.127289
2022-01-28 04:00:00,2022-01-28 05:00:00,22.18,16.57,44.444925,26.127289
