start,end,no2,no2_unit,latitude,longitude
2017-10-06 20:00:00,2017-10-06 21:00:00,88.620000000000000000,ug.m-3,44.444925,26.127289
2017-10-06 21:00:00,2017-10-06 22:00:00,76.260000000000000000,ug.m-3,44.444925,26.127289
2017-10-06 22:00:00,2017-10-06 23:00:00,69.320000000000000000,ug.m-3,44.444925,26.127289
2017-10-06 23:00:00,2017-10-07 00:00:00,54.540000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 00:00:00,2017-10-07 01:00:00,54.770000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 01:00:00,2017-10-07 02:00:00,48.850000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 02:00:00,2017-10-07 03:00:00,44.180000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 04:00:00,2017-10-07 05:00:00,36.770000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 05:00:00,2017-10-07 06:00:00,43.950000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 06:00:00,2017-10-07 07:00:00,58.060000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 07:00:00,2017-10-07 08:00:00,64.640000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 08:00:00,2017-10-07 09:00:00,76.970000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 09:00:00,2017-10-07 10:00:00,82.210000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 10:00:00,2017-10-07 11:00:00,85.850000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 11:00:00,2017-10-07 12:00:00,77.650000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 12:00:00,2017-10-07 13:00:00,57.570000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 13:00:00,2017-10-07 14:00:00,45.660000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 14:00:00,2017-10-07 15:00:00,54.560000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 15:00:00,2017-10-07 16:00:00,49.300000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 16:00:00,2017-10-07 17:00:00,65.020000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 17:00:00,2017-10-07 18:00:00,81.760000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 18:00:00,2017-10-07 19:00:00,79.760000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 19:00:00,2017-10-07 20:00:00,77.780000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 20:00:00,2017-10-07 21:00:00,69.880000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 21:00:00,2017-10-07 22:00:00,46.100000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 22:00:00,2017-10-07 23:00:00,43.030000000000000000,ug.m-3,44.444925,26.127289
2017-10-07 23:00:00,2017-10-08 00:00:00,38.780000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 00:00:00,2017-10-08 01:00:00,25.140000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 01:00:00,2017-10-08 02:00:00,24.670000000000000000,ug.m-3,44.444925,26.127289
